Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,5787482.56099054
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,6237142.37019098
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,2622895.92999297
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,4391048.54395155
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,4758032.98776792
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,5094117.38373101
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,5629057.85994506
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,2622895.92999297
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,4659623.53452814
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,5177827.60999944
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,5722598.22473791
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,6776321.47285842
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,4977238.42470709
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,9895110.95306058
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,11074243.9512806
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,12059245.0103049
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,13071327.6274361
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,4977238.42470709
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,9664761.97329673
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,10805093.8757207
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,11911777.0445945
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,13870100.3780464
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,4977238.42470709
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,10371071.6138205
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,11684177.4011914
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,13004628.7518282
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,15511390.4484468
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,4038254.32796385
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,6850486.51702888
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,7446269.30631454
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,7812303.23390222
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,7715509.62565109
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,4038254.32796385
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,7549253.67215344
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,8364211.00961824
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,9031659.30216122
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,9720336.66732642
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,4038254.32796385
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,8255403.95402395
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,9567718.32724481
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,10927697.0023697
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CIV,Côte d'Ivoire,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,13343874.0219643
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,9332970.09649976
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,11225424.5923558
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,11496734.3051035
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,11465363.2620293
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,10385873.2974373
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,9332970.09649976
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,17579464.799487
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,19581430.7352066
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,21442303.1716878
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,24242419.758344
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,9332970.09649976
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,19133323.3838792
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,21676761.5648797
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,24249290.8227798
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,29030959.2488215
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,542476.604535222
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,786865.267188801
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,821940.066956455
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,844502.621523716
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,849457.30485539
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,542476.604535222
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,868784.761633327
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,935629.026848274
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,996979.997038888
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,1096014.74969289
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,542476.604535222
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,942843.513775022
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,1041455.66633318
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,1141282.36829279
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,1326720.19499295
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,59707422.1173028
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,67163267.1653915
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,68267552.4829389
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,68970326.7354325
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,69135178.4450825
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,59707422.1173028
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,80410528.787393
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,92723011.3044705
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,103439019.603744
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,116271837.262889
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,59707422.1173028
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,100867243.232135
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,106155588.733838
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,108718927.015224
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,113787036.927476
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,189178.61793851
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,262419.045879801
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,273656.684706479
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,281742.212560123
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,287669.990094921
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,189178.61793851
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,306995.447191714
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,335192.779760399
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,362912.64573882
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,414195.671329091
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,189178.61793851
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,314533.613362104
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,347823.651302369
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,383020.840700267
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,453212.44936627
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,4929998.97161187
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,7622565.72378425
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,8308584.73691078
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,8912251.45067227
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,9623007.47135038
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,4929998.97161187
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,8565492.37159475
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,9554825.65059261
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,10549746.0371154
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,12358389.813086
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,4929998.97161187
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,8524801.29449716
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,9465641.90413681
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,10425702.0720909
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,12188405.0525554
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,8808843.60753561
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,20197105.6259731
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,23896829.6866175
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,27394913.0412436
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,32582057.0466475
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,8808843.60753561
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,16068773.8005775
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,18019045.4882808
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,19973784.7271906
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,23506297.5434407
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,8808843.60753561
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,16890180.7893843
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,18744230.4988046
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,20531727.9822006
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,23615286.1693253
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,800781.818158048
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,747913.167110557
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,696180.577757561
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,635850.406545751
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,500475.64941132
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,800781.818158048
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,749219.120900596
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,720397.243774238
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,692638.485641793
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,636219.04192533
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,800781.818158048
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,901845.044629661
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,926214.494438909
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,955019.953587553
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,1006466.22282767
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,23941227.770681
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,25551740.0904453
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,25530448.5845032
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,25298134.9340955
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,24364945.9655605
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,23941227.770681
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,36540793.7173286
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,40014553.5217082
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,42916535.8126608
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,46054039.8591249
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,23941227.770681
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,41314268.1640068
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,43913475.2368297
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,45470683.0997178
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,47325473.6569336
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2012,361009.271918262
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2030,545857.94259962
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2035,583358.277785795
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2040,612269.816449246
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,t CO2 eq,2050,637094.338315167
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2012,361009.271918262
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2030,611308.892626138
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2035,676052.172844839
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2040,740414.21707353
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Business As Usual,t CO2 eq,2050,855423.357065509
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2012,361009.271918262
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2030,628058.936685117
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2035,702307.100760883
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2040,780330.671534644
Fertilizer and Emissions,GHG emissions in agriculture,Total,Total,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,t CO2 eq,2050,931734.000836367
